-12.09465,-77.00591
-12.09452,-77.00429
-12.09455,-77.00272
-12.09427,-77.00021
-12.09363,-77.00969
-12.09317,-76.99568
-12.09569,-76.99110
-12.09635,-76.98631
-12.09410,-77.00597
-12.09081,-77.00240
-12.09072,-77.00183
-12.09353,-77.00604
-12.09123,-77.00484
-12.09032,-76.99907
-12.09024,-76.99848
-12.08941,-76.99084
-12.08943,-76.99286
-12.08952,-76.99020
-12.08980,-76.99540
-12.09111,-76.98661
-12.09156,-76.98603
-12.09148,-76.98580
-12.09441,-77.00604
-12.09521,-77.00583
-12.09782,-77.00598
-12.10302,-77.00625
-12.10516,-77.00627
-12.09510,-77.00431
-12.09451,-77.00265
-12.09087,-77.00316
-12.09518,-77.00255
-12.08830,-77.00352
-12.08891,-77.00332
-12.10321,-77.00129
-12.10658,-77.00078
-12.10578,-77.00089
-12.09480,-77.00003
-12.09547,-77.00001
-12.09663,-77.00002
-12.09912,-77.00033
-12.09395,-76.99914
-12.09456,-76.99904
-12.08783,-77.00003
-12.08844,-76.99993
-12.09512,-77.00179
-12.09517,-77.00326
-12.09514,-77.00521
-12.09471,-76.99940
-12.09454,-76.99890
-12.09380,-76.99566
-12.09384,-76.99691
-12.09391,-76.99485
-12.09621,-76.99134
-12.09533,-77.00644
-12.09630,-77.00875
-12.09749,-77.00905
-12.09907,-77.00890
-12.09569,-77.00170
-12.09627,-77.00162
-12.09683,-77.00155
-12.09785,-77.00143
-12.09868,-77.00129
-12.10329,-77.00059
-12.10521,-77.00034
-12.10285,-77.00068
-12.09689,-77.00303
-12.09565,-77.00321
-12.09621,-77.00314
-12.10090,-77.00024
-12.09921,-77.00269
-12.10401,-77.00200
-12.10257,-77.00222
-12.10321,-77.00209
-12.09685,-77.00507
-12.09743,-77.00517
-12.09668,-77.00567
-12.09688,-77.00302
-12.09685,-77.00506
-12.09696,-77.00414
-12.10100,-77.00414
-12.09754,-77.00414
-12.09934,-77.00413
-12.09875,-77.00414
-12.09648,-77.00503
-12.09636,-77.00412
-12.09605,-77.00002
-12.09636,-77.00229
-12.09663,-77.00002
-12.09673,-77.00060
-12.09782,-77.00000
-12.09733,-77.00147
-12.09744,-77.00058
-12.09793,-77.00213
-12.09689,-77.00891
-12.09804,-77.00286
-12.09799,-77.00539
-12.09816,-77.00413
-12.10505,-76.99770
-12.10282,-76.99810
-12.10178,-76.99829
-12.10134,-76.99838
-12.10621,-76.99750
-12.10095,-77.00625
-12.10095,-77.00160
-12.10101,-77.00092
-12.10036,-76.99855
-12.10280,-76.99025
-12.10008,-76.99678
-12.09924,-77.00951
-12.10076,-77.00793
-12.10140,-77.00449
-12.10134,-77.00336
-12.10091,-76.99910
-12.10023,-76.999237
-12.09957,-76.99978
-12.09744,-77.00295
-12.09915,-77.00561
-12.09295,-76.99928
-12.09339,-77.00145
-12.09343,-77.00201
-12.09403,-77.00138
-12.09132,-77.00175
-12.09003,-77.00191
-12.09338,-77.00413
-12.09341,-77.00541
-12.09413,-77.00880
-12.09387,-77.00756
-12.09268,-77.00528
-12.09251,-77.00293
-12.09266,-77.00423
-12.09259,-77.00369
-12.09401,-77.00345
-12.09099,-77.00394
-12.09035,-77.00400
-12.08922,-77.00542
-12.09161,-77.00621
-12.09190,-77.00561
-12.09465,-77.00907
-12.09113,-77.00717
-12.09008,-77.00661
-12.09060,-77.00689
-12.09167,-77.00748
-12.09222,-77.00778
-12.09087,-77.00553
-12.09114,-77.00582
-12.09246,-77.00591
-12.09278,-77.00673
-12.09335,-77.00840
-12.09319,-77.00741
-12.09379,-77.00731
-12.08814,-77.00218
-12.08844,-77.00425
-12.08861,-77.00551
-12.08799,-77.00119
-12.08656,-76.99094
-12.08638,-76.98975
-12.08680,-76.99271
-12.08648,-76.98438
-12.08625,-76.98848
-12.08610,-76.98487
-12.08639,-76.99271
-12.08650,-76.99582
-12.09122,-77.00830
-12.08886,-77.00757
-12.09348,-77.00973
