146;4827883;El Trebol 5;31035540;885831029;38658;19878;0.1168493;70;0.0016693;1000000;-120.360.449;-770.421.723;-120.355.208;-770.431.036
147;4827883;El Trebol 6;885831029;31035541;19878;46;0.06824;70;0.0009749;1000000;-120.355.208;-770.431.036;-120.352.129;-770.436.464
148;4827892;Avenida Caqueta 4;331611041;31035284;47;35;0.0108521;70;0.000155;1000000;-120.361.259;-770.435.159;-120.360.293;-770.435.301
149;4827892;Avenida Caqueta 5;31035284;31035541;35;46;0.0916563;70;0.0013094;1000000;-120.360.293;-770.435.301;-120.352.129;-770.436.464
150;4827892;Avenida Caqueta 6;31035541;1379446682;46;19837;0.0642062;70;0.0009172;1000000;-120.352.129;-770.436.464;-12.034.638;-770.437.015
151;4827892;Avenida Caqueta 7;1379446682;2397243494;19837;19826;0.1764419;70;0.0025206;1000000;-12.034.638;-770.437.015;-120.330.559;-770.438.259
152;4827892;Avenida Caqueta 8;2397243494;1379446648;19826;19855;0.0571428;70;0.0008163;1000000;-120.330.559;-770.438.259;-120.325.439;-77.043.871
153;4827892;Avenida Caqueta 9;1379446648;2397243479;19855;19822;0.0474204;70;0.0006774;1000000;-120.325.439;-77.043.871;-120.321.192;-770.439.106
154;4827892;Avenida Caqueta 10;2397243479;885930871;19822;20000;0.1278327;70;0.0018262;1000000;-120.321.192;-770.439.106;-120.309.741;-770.440.148
155;4827892;Avenida Caqueta 11;885930871;885930793;20000;19939;0.055008;70;0.0007858;1000000;-120.309.741;-770.440.148;-120.304.805;-770.440.485
156;4827892;Avenida Caqueta 12;885930793;1870228445;19939;90861;0.1696052;70;0.0024229;1000000;-120.304.805;-770.440.485;-120.289.605;-770.441.783
157;4827892;Avenida Caqueta 13;1870228445;31035563;90861;50;0.0283323;70;0.0004047;1000000;-120.289.605;-770.441.783;-12.028.706;-770.441.692
158;4827892;Avenida Caqueta 14;31035563;31035556;50;48;0.0487728;70;0.0006968;1000000;-12.028.706;-770.441.692;-120.282.786;-770.442.447
187;4827894;Avenida Tupac Amaru 1;599283678;1156771011;10610;10608;0.0527472;70;0.0007535;1000000;-118.988.049;-770.303.464;-118.992.698;-77.030.441
159;4827894;Avenida Tupac Amaru 2;1617117594;1814939611;49;87469;0.0353346;70;0.0005048;1000000;-118.669.587;-770.114.993;-118.671.981;-770.117.102
160;4827894;Avenida Tupac Amaru 3;1814939611;1814939697;87469;88515;0.100234;70;0.0014319;1000000;-118.671.981;-770.117.102;-118.679.356;-770.122.398
161;4827894;Avenida Tupac Amaru 4;1814939697;1814939808;88515;88582;0.1259313;70;0.001799;1000000;-118.679.356;-770.122.398;-118.688.702;-770.128.934
162;4827894;Avenida Tupac Amaru 5;1814939808;599286836;88582;88396;0.1322806;70;0.0018897;1000000;-118.688.702;-770.128.934;-118.698.551;-770.135.752
163;4827894;Avenida Tupac Amaru 6;599286836;1814939998;88396;88586;0.1275293;70;0.0018218;1000000;-118.698.551;-770.135.752;-118.708.533;-770.141.523
164;4827894;Avenida Tupac Amaru 7;1814939998;1814940021;88586;88393;0.0654046;70;0.0009344;1000000;-118.708.533;-770.141.523;-118.713.655;-770.144.478
165;4827894;Avenida Tupac Amaru 8;1814940021;1814940047;88393;88702;0.0653343;70;0.0009333;1000000;-118.713.655;-770.144.478;-118.718.767;-770.147.438
166;4827894;Avenida Tupac Amaru 9;1814940047;1814940067;88702;88379;0.0657158;70;0.0009388;1000000;-118.718.767;-770.147.438;-118.723.909;-770.150.415
